proba_col,ROC_AUC,PR_AUC(AP)
gating_pred_proba,0.6894493515792331,0.18044926717249918
s1_s2_final_proba,0.6786128314284795,0.17526283456570965
s1_pred_proba,0.6750677750767785,0.1727059223897458
s2_s1_final_proba,0.6562423415812787,0.1549794412946766
s2_pred_proba,0.6590317992125172,0.15253648935929398
