proba_col,threshold,precision,recall,specificity,accuracy,f1,fpr,tn,fp,fn,tp
gating_pred_proba,0.0,0.09835427554764817,0.9999999999999994,0.0,0.09835427554764817,0.17909390027824743,0.9999999999999999,0,16217,0,1769
gating_pred_proba,0.01,0.09968935329003106,0.9977388355002821,0.01708084109268052,0.11353274769264984,0.18126733079987586,0.9829191589073194,277,15940,4,1765
gating_pred_proba,0.02,0.11121825779492124,0.9779536461277553,0.14749953752235306,0.2291782497498054,0.1997229277301329,0.8525004624776468,2392,13825,39,1730
gating_pred_proba,0.03,0.12610636205461834,0.942340305257207,0.2876610963803416,0.3520515956855332,0.22244462236435006,0.7123389036196583,4665,11552,102,1667
gating_pred_proba,0.04,0.14260563380281688,0.9157716223855281,0.39939569587469936,0.4501834760369176,0.24678193312490962,0.6006043041253005,6477,9740,149,1620
gating_pred_proba,0.05,0.15899324739103743,0.8784624081401917,0.4931244989825491,0.5310241298787947,0.2692540933896737,0.5068755010174507,7997,8220,215,1554
gating_pred_proba,0.06,0.17463861793395224,0.8400226116449967,0.5669359314299808,0.5937951740242411,0.2891613154307326,0.43306406857001906,9194,7023,283,1486
gating_pred_proba,0.07,0.19054613433035117,0.8066704352741658,0.6261947339211937,0.6439452907817191,0.30827392525352537,0.37380526607880615,10155,6062,342,1427
gating_pred_proba,0.08,0.20460012026458205,0.7693612210288294,0.6737374360239254,0.6831424441232069,0.3232395202466696,0.32626256397607445,10926,5291,408,1361
gating_pred_proba,0.09,0.21825866441251054,0.7297908422837758,0.7148671147561201,0.7163349271655732,0.3360229047367616,0.28513288524387986,11593,4624,478,1291
gating_pred_proba,0.1,0.23248769405528205,0.6941775014132274,0.7500154159215637,0.7445235182920049,0.34831938732057144,0.24998458407843618,12163,4054,541,1228
gating_pred_proba,0.11,0.24675596483884465,0.6664782362916899,0.7780723931676635,0.7670966307127766,0.36016496105046847,0.22192760683233642,12618,3599,590,1179
gating_pred_proba,0.12,0.25973123262279885,0.6336913510457882,0.8029845224147498,0.7863338151895919,0.3684470008212802,0.19701547758525004,13022,3195,648,1121
gating_pred_proba,0.13,0.27256637168141584,0.6093838326738267,0.8225935746438922,0.8016234849327255,0.37665967854604376,0.17740642535610776,13340,2877,691,1078
gating_pred_proba,0.14,0.2839335180055401,0.5794234030525718,0.8405993710304,0.8149115979094852,0.38111173080454086,0.15940062896959978,13632,2585,744,1025
gating_pred_proba,0.15,0.29332535169111035,0.5539853024307515,0.8544120367515569,0.8248637829422885,0.3835616438351636,0.14558796324844298,13856,2361,789,980
gating_pred_proba,0.16,0.3064039408866994,0.5274166195590726,0.8697662946290928,0.8360947403536083,0.38761944328993797,0.13023370537090706,14105,2112,836,933
gating_pred_proba,0.17,0.3214158026456917,0.5081967213114752,0.882962323487698,0.8461025241854776,0.3937801138847639,0.11703767651230189,14319,1898,870,899
gating_pred_proba,0.18,0.3373447204968943,0.491237987563595,0.8947400875624344,0.855053930835094,0.3999999999995171,0.10525991243756551,14510,1707,900,869
gating_pred_proba,0.19,0.3478802992518702,0.47314867156585616,0.903249676265647,0.8609474035360836,0.4009580838318468,0.09675032373435283,14648,1569,932,837
gating_pred_proba,0.2,0.3615870153291252,0.45336348219332934,0.9126842202626873,0.8675080618258646,0.4023074993724683,0.0873157797373127,14801,1416,967,802
gating_pred_proba,0.21,0.3793774319066146,0.4409270774448839,0.9213171363384102,0.8740687201156455,0.40784313725440463,0.07868286366158968,14941,1276,989,780
gating_pred_proba,0.22,0.38880084521922853,0.416054267947993,0.9286551150027748,0.878238630045591,0.4019661387215102,0.07134488499722512,15060,1157,1033,736
gating_pred_proba,0.23,0.3982708933717577,0.39061616732617277,0.9356231115496083,0.882019348382075,0.3944063926935638,0.06437688845039155,15173,1044,1078,691
gating_pred_proba,0.24,0.40948813982521826,0.37083097795364595,0.9416661528026145,0.8855220727232291,0.389202017205078,0.058333847197385456,15271,946,1113,656
gating_pred_proba,0.25,0.4249658935879943,0.35217637083097775,0.9480175124868964,0.889413988657845,0.3851622874801842,0.051982487513103526,15374,843,1146,623
gating_pred_proba,0.26,0.4319999999999997,0.33578292820802697,0.9518406610347165,0.891248749027021,0.377862595419355,0.04815933896528334,15436,781,1175,594
gating_pred_proba,0.27,0.4390243902439021,0.3154324477105708,0.9560337917000677,0.893027910597131,0.36710526315740794,0.04396620829993216,15504,713,1211,558
gating_pred_proba,0.28,0.455008488964346,0.30299604296212534,0.9604119134241844,0.8957522517513622,0.3637597556832661,0.0395880865758155,15575,642,1233,536
gating_pred_proba,0.29,0.4676524953789275,0.2860373092142452,0.9644817167170252,0.897753808517736,0.35496317081678597,0.035518283282974655,15641,576,1263,506
gating_pred_proba,0.3,0.47724974721941305,0.2668174109666477,0.9681198742060799,0.8991437784943845,0.3422770123273135,0.03188012579391996,15700,517,1297,472
gating_pred_proba,0.31,0.4852780806979275,0.2515545505935555,0.9708947400875624,0.9001445568775714,0.3313477289645538,0.02910525991243756,15745,472,1324,445
gating_pred_proba,0.32,0.49184149184149123,0.23855285472018076,0.9731146327927482,0.9008673412654287,0.3212790255039375,0.026885367207251647,15781,436,1347,422
gating_pred_proba,0.33,0.49999999999999933,0.22385528547201797,0.9755811802429548,0.9016457244523518,0.3092541975786432,0.024418819757045074,15821,396,1373,396
gating_pred_proba,0.34,0.5182186234817807,0.2170717919728659,0.9779860640069062,0.9031468920271322,0.30597609561711353,0.022013935993093665,15860,357,1385,384
gating_pred_proba,0.35000000000000003,0.525473071324599,0.20407009609949114,0.9798976382808163,0.9035916824196597,0.293973941367675,0.02010236171918357,15891,326,1408,361
gating_pred_proba,0.36,0.5399061032863841,0.19502543810062173,0.9818708762409816,0.9044812632047148,0.28654485049794876,0.01812912375901831,15923,294,1424,345
gating_pred_proba,0.37,0.553082191780821,0.18258903335217627,0.983905777887402,0.9050928499944402,0.274543136421216,0.016094222112597888,15956,261,1446,323
gating_pred_proba,0.38,0.5620437956204369,0.1741096664782362,0.9852007152987604,0.9054264427888358,0.26586102718997096,0.01479928470123944,15977,240,1461,308
gating_pred_proba,0.39,0.5703275529865114,0.16732617297908414,0.9862489979650982,0.9057044367841655,0.25874125874090775,0.013751002034901644,15994,223,1473,296
gating_pred_proba,0.4,0.582809224318657,0.15715093273035605,0.9877289264352221,0.906038029578561,0.2475512021367979,0.0122710735647777,16018,199,1491,278
gating_pred_proba,0.41000000000000003,0.5904977375565598,0.1475409836065573,0.9888388727878151,0.9060936283776271,0.23609226594269211,0.011161127212184744,16036,181,1508,261
gating_pred_proba,0.42,0.5916870415647907,0.13680045223289988,0.9897021643953875,0.9058156343822974,0.22222222222191698,0.010297835604612443,16050,167,1527,242
gating_pred_proba,0.43,0.5964010282776334,0.13114754098360648,0.9903188012579391,0.9058156343822974,0.21501390176059396,0.009681198742060798,16060,157,1537,232
gating_pred_proba,0.44,0.6076294277929138,0.12605992085924245,0.9911204291792562,0.906038029578561,0.20880149812705603,0.008879570820743664,16073,144,1546,223
gating_pred_proba,0.45,0.6034985422740506,0.11701526286037303,0.9916137386692976,0.9055932391860336,0.19602272727245507,0.008386261330702348,16081,136,1562,207
gating_pred_proba,0.46,0.6050955414012719,0.10740531373657428,0.9923537029043595,0.9053152451907038,0.18242918866993105,0.0076462970956403765,16093,124,1579,190
gating_pred_proba,0.47000000000000003,0.6310344827586185,0.10344827586206891,0.9934019855706973,0.9058712331813633,0.17775619232612982,0.006598014429302583,16110,107,1586,183
gating_pred_proba,0.48,0.635687732342005,0.09666478236291685,0.9939569587469937,0.9057044367841655,0.16781157998014362,0.006043041253006104,16119,98,1598,171
gating_pred_proba,0.49,0.6502057613168698,0.08931599773883546,0.994758586668311,0.9057044367841655,0.1570576540753342,0.005241413331688967,16132,85,1611,158
gating_pred_proba,0.5,0.656521739130432,0.08535895986433009,0.9951285687858419,0.9056488379850995,0.15107553776868068,0.004871431214157982,16138,79,1618,151
gating_pred_proba,0.51,0.6619718309859124,0.0797060486150367,0.9955602145896281,0.9054820415879017,0.14228052472231056,0.004439785410371832,16145,72,1628,141
gating_pred_proba,0.52,0.6736842105263122,0.07235726399095531,0.9961768514521797,0.9053152451907038,0.13067891781503654,0.0038231485478201883,16155,62,1641,128
