proba_col,threshold,precision,recall,specificity,accuracy,f1,fpr,tn,fp,fn,tp
gating_pred_proba,0.0,0.09200603318250378,0.9999999999999994,0.0,0.09200603318250378,0.16850828729266334,0.9999999999999999,0,16254,0,1647
gating_pred_proba,0.01,0.09215017064846416,0.9999999999999994,0.001722652885443583,0.0935701916094073,0.16874999999984547,0.9982773471145563,28,16226,0,1647
gating_pred_proba,0.02,0.09496587528437263,0.9884638737097748,0.04546573151224313,0.1322272498743087,0.17328366152192623,0.9545342684877568,739,15515,19,1628
gating_pred_proba,0.03,0.10045341337250142,0.9550698239222825,0.13338255198720314,0.2089827383945031,0.1817866635847116,0.8666174480127967,2168,14086,74,1573
gating_pred_proba,0.04,0.10692803057108484,0.9174256223436547,0.22357573520364216,0.2874141109435227,0.19153251362638163,0.7764242647963577,3634,12620,136,1511
gating_pred_proba,0.05,0.11446690447879507,0.876745598057073,0.3127230220253476,0.3646165018714038,0.20249614359816898,0.6872769779746524,5083,11171,203,1444
gating_pred_proba,0.06,0.12267791438571299,0.8299939283545836,0.39854804971084035,0.4382436735377912,0.21376075058617122,0.6014519502891595,6478,9776,280,1367
gating_pred_proba,0.07,0.13051073887575787,0.7710989678202789,0.4794512120093515,0.5062845651080945,0.22323782738593625,0.5205487879906484,7793,8461,377,1270
gating_pred_proba,0.08,0.1388187176711175,0.7006678809957495,0.5595545711824781,0.572537847047651,0.23172690763024598,0.4404454288175218,9095,7159,493,1154
gating_pred_proba,0.09,0.1490914293890399,0.6326654523375831,0.6341208317952504,0.6339869281045751,0.2413154238070095,0.3658791682047496,10307,5947,605,1042
gating_pred_proba,0.1,0.16116573033707862,0.5573770491803276,0.70604158976252,0.6923635551086531,0.2500340460298848,0.29395841023748,11476,4778,729,918
gating_pred_proba,0.11,0.16724587315377928,0.4675166970248935,0.7641196013289036,0.736830344673482,0.24636058230644275,0.2358803986710963,12420,3834,877,770
gating_pred_proba,0.12,0.18274251167903266,0.40376442015786257,0.8170296542389565,0.7790067593989163,0.2516080211876148,0.1829703457610434,13280,2974,982,665
gating_pred_proba,0.13,0.19642857142857137,0.3339404978749239,0.8615725359911406,0.8130272051840679,0.247357769282196,0.13842746400885933,14004,2250,1097,550
gating_pred_proba,0.14,0.20757363253856934,0.2695810564663022,0.8957179771133259,0.8381096028154852,0.23454833597415173,0.10428202288667404,14559,1695,1203,444
gating_pred_proba,0.15,0.2214640198511165,0.21675774134790515,0.922788236741725,0.8578291715546618,0.21908560908204056,0.07721176325827488,14999,1255,1290,357
gating_pred_proba,0.16,0.23606557377049162,0.174863387978142,0.9426602682416635,0.8720183229987152,0.2009068712935466,0.057339731758336406,15322,932,1359,288
gating_pred_proba,0.17,0.24760892667375106,0.14146933819064958,0.9564414913252122,0.8814591363610972,0.18006182380170088,0.04355850867478774,15546,708,1414,233
gating_pred_proba,0.18,0.26234132581100106,0.11293260473588336,0.9678233050326073,0.8891682028936931,0.15789473684168442,0.03217669496739264,15731,523,1461,186
gating_pred_proba,0.19,0.2904411764705877,0.09593199757134178,0.9762519995078134,0.8952572481984247,0.14422638064773247,0.023748000492186536,15868,386,1489,158
